lesson_id,title,strand,sub_strand,learningOutcome,keyInquiryQuestion,suggestedLearningExperience,activityInstructions,mapped_topic,mapped_subtopic,source_file_reference,child_friendly_goal,vocabulary_needed,representation_needed,example_type,practice_type,quick_check_type,difficulty_limit,video_needed,visual_needed,source_pack_status,human_input_needed,safe_to_generate
"f4dfc669-06e9-4bea-a6db-a8f601437f76","Subtraction: Final Assessment","Numbers","1.5 Subtraction","By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving subtraction up to 100","How do you work out missing numbers in patterns involving subtraction?","Learners in pairs/groups to subtract single digit numbers by comparing groups of objects. Learners to subtract up to 2-digit numbers without regrouping in horizontal and vertical forms. Learners to di","Learners in pairs/groups to subtract single digit numbers by comparing groups of objects. Learners to subtract up to 2-digit numbers without regrouping in horizontal and vertical forms. Learners to di","Subtraction","1.5 Subtraction","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","counters, crossing out, number line","worked example with borrowing/no-borrowing","TODO: Victor to provide","subtraction-fact-no-negative","max 3-digit - 3-digit, NO negative answers","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"b0c38507-b852-4a4c-8767-c0234ef9b89c","Multiplication as Repeated Addition Using Counters","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: write repeated addition sentences as multiplication, using '×' sign","How do you represent multiplication as repeated addition?","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Addition","1.6 Multiplication","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","counters, number line, base-ten blocks","worked example with regrouping/no-regrouping","TODO: Victor to provide","addition-fact-regrouping / addition-fact-no-regrouping","max 3-digit + 3-digit, with/without regrouping","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"cff3b7c1-2468-454d-b2da-fe35d49e2456","Writing Multiplication Sentences Using the × Sign","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10","How do you represent multiplication as repeated addition?","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Multiplication","1.6 Multiplication","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","equal groups, arrays, repeated addition","equal groups model → repeated addition → multiplication sentence","TODO: Victor to provide","equal-groups / repeated-addition","max factor 10, equal groups only","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"f3e92483-c349-4553-ba43-fd277cf2be73","Multiplication as Repeated Addition Using Number Lines","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10","How do you represent multiplication as repeated addition?","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Addition","1.6 Multiplication","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","counters, number line, base-ten blocks","worked example with regrouping/no-regrouping","TODO: Victor to provide","addition-fact-regrouping / addition-fact-no-regrouping","max 3-digit + 3-digit, with/without regrouping","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"0637d6e8-8325-403a-b44a-93f100d48c52","Multiplication: Practice and Application","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10","How do you represent multiplication as repeated addition?","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Multiplication","1.6 Multiplication","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","equal groups, arrays, repeated addition","equal groups model → repeated addition → multiplication sentence","TODO: Victor to provide","equal-groups / repeated-addition","max factor 10, equal groups only","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"2afb0a5b-88e3-4c8e-9ccb-844064b1bd3f","Multiplying by 5 and 10","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10","How do you represent multiplication as repeated addition?","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Multiplication","1.6 Multiplication","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","equal groups, arrays, repeated addition","equal groups model → repeated addition → multiplication sentence","TODO: Victor to provide","equal-groups / repeated-addition","max factor 10, equal groups only","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"938a3ed5-06ab-430b-a345-b933cce98a68","Multiplying by 3 and 4","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10","How do you represent multiplication as repeated addition?","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Multiplication","1.6 Multiplication","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","equal groups, arrays, repeated addition","equal groups model → repeated addition → multiplication sentence","TODO: Victor to provide","equal-groups / repeated-addition","max factor 10, equal groups only","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"6f189a13-23b4-49da-8acf-a103df240d45","Multiplication: Digital Games","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10","How do you represent multiplication as repeated addition?","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Multiplication","1.6 Multiplication","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","equal groups, arrays, repeated addition","equal groups model → repeated addition → multiplication sentence","TODO: Victor to provide","equal-groups / repeated-addition","max factor 10, equal groups only","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"22374453-e203-461f-bfab-d87b2fae59f0","Multiplication: Patterns and Arrays","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10","How do you represent multiplication as repeated addition?","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Multiplication","1.6 Multiplication","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","equal groups, arrays, repeated addition","equal groups model → repeated addition → multiplication sentence","TODO: Victor to provide","equal-groups / repeated-addition","max factor 10, equal groups only","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"aacd260b-3a71-4a37-8724-61a214487641","Multiplication: Assessment and Review","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10","How do you represent multiplication as repeated addition?","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to us","Multiplication","1.6 Multiplication","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","equal groups, arrays, repeated addition","equal groups model → repeated addition → multiplication sentence","TODO: Victor to provide","equal-groups / repeated-addition","max factor 10, equal groups only","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"09d734a3-a5bc-4402-9d25-a842c5ccc1ea","Division as Equal Grouping","Numbers","1.7 Division","By the end of the lesson, the learner should be able to: represent division as equal grouping","How can you share a given number of objects equally?","Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time f","Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time f","Multiplication","1.7 Division","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","equal groups, arrays, repeated addition","equal groups model → repeated addition → multiplication sentence","TODO: Victor to provide","equal-groups / repeated-addition","max factor 10, equal groups only","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"40dc0390-2570-45b8-8a37-72c3d49e0e68","Writing Division Sentences Using the ÷ Sign","Numbers","1.7 Division","By the end of the lesson, the learner should be able to: use '÷' sign in writing division sentences","How can you share a given number of objects equally?","Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time f","Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time f","Numbers","1.7 Division","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","TODO: Victor to specify","TODO: Victor to specify","TODO: Victor to provide","TODO: Victor to specify","TODO: Victor to specify","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"e82fbc22-3f1b-458d-b4f4-0ab50064e6f6","Dividing Numbers up to 25 by 2 and 3","Numbers","1.7 Division","By the end of the lesson, the learner should be able to: divide numbers up to 25 by 2, 3, 4 and 5 without a remainder in real life situations","How can you share a given number of objects equally?","Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time f","Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time f","Numbers","1.7 Division","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","TODO: Victor to specify","TODO: Victor to specify","TODO: Victor to provide","TODO: Victor to specify","TODO: Victor to specify","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"e740ce84-ae87-4282-bd10-d9335dd117c4","Division: Word Problems","Numbers","1.7 Division","By the end of the lesson, the learner should be able to: divide numbers up to 25 by 2, 3, 4 and 5 without a remainder in real life situations","How can you share a given number of objects equally?","Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time f","Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time f","Word Problems & Application","1.7 Division","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","real-life scenarios, Kenyan context","step-by-step problem solving","TODO: Victor to provide","single-step-word-problem","single-step, Kenyan context","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"85020d62-81c3-4efe-aef5-2abf8c37a5f3","Division: Digital Games","Numbers","1.7 Division","By the end of the lesson, the learner should be able to: divide numbers up to 25 by 2, 3, 4 and 5 without a remainder in real life situations","How can you share a given number of objects equally?","Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time f","Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time f","Numbers","1.7 Division","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","TODO: Victor to specify","TODO: Victor to specify","TODO: Victor to provide","TODO: Victor to specify","TODO: Victor to specify","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"f18192e7-33d6-4b2b-9115-b882a36c9015","Division: Practice and Assessment","Numbers","1.7 Division","By the end of the lesson, the learner should be able to: divide numbers up to 25 by 2, 3, 4 and 5 without a remainder in real life situations","How can you share a given number of objects equally?","Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time f","Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time f","Numbers","1.7 Division","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","TODO: Victor to specify","TODO: Victor to specify","TODO: Victor to provide","TODO: Victor to specify","TODO: Victor to specify","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"42331b00-d61d-4541-b7ed-8a7dca664484","Comparing Measurements Using Different Units","Measurement","2.1 Length","By the end of the lesson, the learner should be able to: identify the metre as a unit of measuring length","What can you use to measure different lengths?","Learners in pairs/groups to use sticks of equal length to measure different lengths, record and discuss. Learners in pairs/groups to measure length using sticks of different lengths, including 1-metre","Learners in pairs/groups to use sticks of equal length to measure different lengths, record and discuss. Learners in pairs/groups to measure length using sticks of different lengths, including 1-metre","Measurement","2.1 Length","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"a0832964-1e92-4712-b621-0293fe0d1180","Introducing the Metre as a Standard Unit","Measurement","2.1 Length","By the end of the lesson, the learner should be able to: measure length in metres","What can you use to measure different lengths?","Learners in pairs/groups to use sticks of equal length to measure different lengths, record and discuss. Learners in pairs/groups to measure length using sticks of different lengths, including 1-metre","Learners in pairs/groups to use sticks of equal length to measure different lengths, record and discuss. Learners in pairs/groups to measure length using sticks of different lengths, including 1-metre","Measurement","2.1 Length","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"871b6ab6-d91f-4590-ba55-c895971d4302","Making and Using 1-Metre Sticks","Measurement","2.1 Length","By the end of the lesson, the learner should be able to: measure length in metres","What can you use to measure different lengths?","Learners in pairs/groups to use sticks of equal length to measure different lengths, record and discuss. Learners in pairs/groups to measure length using sticks of different lengths, including 1-metre","Learners in pairs/groups to use sticks of equal length to measure different lengths, record and discuss. Learners in pairs/groups to measure length using sticks of different lengths, including 1-metre","Measurement","2.1 Length","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"9512b162-b896-4329-8bdc-16f0d5b370df","Measuring Mass Using Fixed Units","Measurement","2.2 Mass","By the end of the lesson, the learner should be able to: measure mass using fixed units","What can we use to measure mass?","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where ki","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where ki","Measurement","2.2 Mass","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"e749a723-2f32-49fe-83f7-262f0b873aeb","Identifying the Kilogram as a Unit of Mass","Measurement","2.2 Mass","By the end of the lesson, the learner should be able to: identify the kilogram as a unit of measuring mass","What can we use to measure mass?","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where ki","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where ki","Measurement","2.2 Mass","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"aa83b63f-29b9-4b7d-b8cc-9621abdd8a16","Using a Beam Balance to Compare Mass","Measurement","2.2 Mass","By the end of the lesson, the learner should be able to: use a beam balance to compare and discuss masses","What can we use to measure mass?","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where ki","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where ki","Measurement","2.2 Mass","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"b9a13308-5e08-4251-95fd-251b25648e9b","Making and Using 1 Kilogram Reference Masses","Measurement","2.2 Mass","By the end of the lesson, the learner should be able to: use a 1 kilogram reference mass to measure other items","What can we use to measure mass?","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where ki","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where ki","Measurement","2.2 Mass","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"3297344e-7e67-4efc-af9b-383168f9fd3a","Measuring Classroom Items in Kilograms","Measurement","2.2 Mass","By the end of the lesson, the learner should be able to: measure mass in kilograms using safe classroom items","What can we use to measure mass?","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where ki","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where ki","Measurement","2.2 Mass","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"0e5d3dcf-fbde-4c5d-84b7-4ca3d4db44fe","Mass in Kilograms: Practice and Assessment","Measurement","2.2 Mass","By the end of the lesson, the learner should be able to: measure mass in kilograms and explain the result","What can we use to measure mass?","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where ki","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where ki","Measurement","2.2 Mass","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"ba2b9cc1-9fd3-4cc6-9229-e25b88c6aef8","Filling Containers with 1 Litre Measures","Measurement","2.3 Capacity","By the end of the lesson, the learner should be able to: use 1 litre containers to measure capacity","What can you use to measure capacity of different containers?","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water u","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water u","Number Patterns & Counting","2.3 Capacity","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","number line, hundred chart, skip counting","skip counting sequences, pattern completion","TODO: Victor to provide","skip-counting / missing-number","1-100, skip by 2s/5s/10s","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"25f1f6b8-e4b8-4446-9e6d-fcb0785ff025","Counting Litres Used to Fill Containers","Measurement","2.3 Capacity","By the end of the lesson, the learner should be able to: count the number of litres used to fill a container","What can you use to measure capacity of different containers?","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water u","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water u","Number Patterns & Counting","2.3 Capacity","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","number line, hundred chart, skip counting","skip counting sequences, pattern completion","TODO: Victor to provide","skip-counting / missing-number","1-100, skip by 2s/5s/10s","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"11304516-aa21-46f2-8bff-64b8b78a4882","Measuring Capacity of Different Containers in Litres","Measurement","2.3 Capacity","By the end of the lesson, the learner should be able to: measure capacity of different containers in litres","What can you use to measure capacity of different containers?","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water u","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water u","Measurement","2.3 Capacity","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"bf762b59-ce71-49c2-a7a2-d13e83a559f8","Comparing Containers Using Litres","Measurement","2.3 Capacity","By the end of the lesson, the learner should be able to: compare containers using litre measurements","What can you use to measure capacity of different containers?","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water u","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water u","Measurement","2.3 Capacity","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"83586eb9-46fa-447f-8a4d-d2a733e8098d","Capacity in Litres: Real-Life Practice","Measurement","2.3 Capacity","By the end of the lesson, the learner should be able to: apply litre measurement to a real-life situation","What can you use to measure capacity of different containers?","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water u","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water u","Measurement","2.3 Capacity","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"f57f76e0-d89a-4008-9133-96307600775a","Capacity in Litres: Practice and Assessment","Measurement","2.3 Capacity","By the end of the lesson, the learner should be able to: measure capacity in litres and explain the result","What can you use to measure capacity of different containers?","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water u","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water u","Measurement","2.3 Capacity","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"ffd55a4b-a06e-429a-a664-bd7d12b9d6e0","Months of the Year and Activities","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: relate months of the year with various activities","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Measurement","2.4 Time","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"f2a52e96-1524-4154-9984-67ec8ac37846","Number of Days in Each Month","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: recite the number of days in each month of the year","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Measurement","2.4 Time","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"3d62e0f4-74d5-4850-bad1-15c1764559e6","Measuring Time Using Arbitrary Units","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: measure time using arbitrary units","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Measurement","2.4 Time","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"27ee7818-cc7f-4094-9ad0-f1bc16adc146","Measuring Time Using Fixed Units","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: measure time using fixed units","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Measurement","2.4 Time","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
