grade,subject,strand,sub_strand,learning_outcome,lesson_title,term,week,activity_title,activity_instructions,quest_title,quest_instructions,reflection_prompt,reward_coins,reward_stars,estimated_duration,difficulty,key_inquiry_question,suggested_learning_experience,assessment_hint,values,core_competencies,pertinent_and_contemporary_issues,source_document,source_page_or_section,source_confidence,review_status,existing_match_status,duplicate_risk,notes_for_victor
2,Mathematical Activities,Measurement,2.3 Capacity,"By the end of the lesson, the learner should be able to: measure capacity using arbitrary units",Capacity: Digital Games,Term 1,Week 12,Activity: Capacity: Digital Games,"Learners to empty and fill water in different containers to establish which holds more, less or same. Learners to identify and compare containers which holds more, less or same as. Learners to fill containers of different shapes and sizes with water then empty into others. Learners to be given water, same size basins and different small containers to count how many small containers fill the basin.",2.3 Capacity Quest,"Explore 2.3 capacity through interactive activities, hands-on practice, and real-life application.",What did you learn about capacity: digital games today? How can you use this in your daily life?,10,1,30,Developing,"How can we find out which of two containers hold more, less or same as?","Learners to empty and fill water in different containers to establish which holds more, less or same. Learners to identify and compare containers which holds more, less or same as. Learners to fill containers of different shapes and sizes with water then empty into others. Learners to be given water, same size basins and different small containers to count how many small containers fill the basin.","Written exercises, observation, oral questions","Responsibility, Integrity, Unity, Respect","Critical Thinking and Problem Solving, Communication and Collaboration, Imagination and Creativity, Citizenship, Self-efficacy",ESD: DRR; safety; Health education; Environmental conservation; Animal welfare,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 22-23,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 22-23. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.3 Capacity,"By the end of the lesson, the learner should be able to: measure capacity using arbitrary units",Capacity: Assessment and Review,Term 1,Week 12,Activity: Capacity: Assessment and Review,"Learners to empty and fill water in different containers to establish which holds more, less or same. Learners to identify and compare containers which holds more, less or same as. Learners to fill containers of different shapes and sizes with water then empty into others. Learners to be given water, same size basins and different small containers to count how many small containers fill the basin.",2.3 Capacity Quest,"Explore 2.3 capacity through interactive activities, hands-on practice, and real-life application.",What did you learn about capacity: assessment and review today? How can you use this in your daily life?,10,1,30,Developing,"How can we find out which of two containers hold more, less or same as?","Learners to empty and fill water in different containers to establish which holds more, less or same. Learners to identify and compare containers which holds more, less or same as. Learners to fill containers of different shapes and sizes with water then empty into others. Learners to be given water, same size basins and different small containers to count how many small containers fill the basin.","Written exercises, observation, oral questions","Responsibility, Integrity, Unity, Respect","Critical Thinking and Problem Solving, Communication and Collaboration, Imagination and Creativity, Citizenship, Self-efficacy",ESD: DRR; safety; Health education; Environmental conservation; Animal welfare,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 22-23,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 22-23. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.3 Capacity,"By the end of the lesson, the learner should be able to: measure capacity using arbitrary units",Capacity: Real-Life Applications,Term 1,Week 12,Activity: Capacity: Real-Life Applications,"Learners to empty and fill water in different containers to establish which holds more, less or same. Learners to identify and compare containers which holds more, less or same as. Learners to fill containers of different shapes and sizes with water then empty into others. Learners to be given water, same size basins and different small containers to count how many small containers fill the basin.",2.3 Capacity Quest,"Explore 2.3 capacity through interactive activities, hands-on practice, and real-life application.",What did you learn about capacity: real-life applications today? How can you use this in your daily life?,10,1,30,Developing,"How can we find out which of two containers hold more, less or same as?","Learners to empty and fill water in different containers to establish which holds more, less or same. Learners to identify and compare containers which holds more, less or same as. Learners to fill containers of different shapes and sizes with water then empty into others. Learners to be given water, same size basins and different small containers to count how many small containers fill the basin.","Written exercises, observation, oral questions","Responsibility, Integrity, Unity, Respect","Critical Thinking and Problem Solving, Communication and Collaboration, Imagination and Creativity, Citizenship, Self-efficacy",ESD: DRR; safety; Health education; Environmental conservation; Animal welfare,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 22-23,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 22-23. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.3 Capacity,"By the end of the lesson, the learner should be able to: measure capacity using arbitrary units",Capacity: Community Service,Term 1,Week 12,Activity: Capacity: Community Service,"Learners to empty and fill water in different containers to establish which holds more, less or same. Learners to identify and compare containers which holds more, less or same as. Learners to fill containers of different shapes and sizes with water then empty into others. Learners to be given water, same size basins and different small containers to count how many small containers fill the basin.",2.3 Capacity Quest,"Explore 2.3 capacity through interactive activities, hands-on practice, and real-life application.",What did you learn about capacity: community service today? How can you use this in your daily life?,10,1,30,Developing,"How can we find out which of two containers hold more, less or same as?","Learners to empty and fill water in different containers to establish which holds more, less or same. Learners to identify and compare containers which holds more, less or same as. Learners to fill containers of different shapes and sizes with water then empty into others. Learners to be given water, same size basins and different small containers to count how many small containers fill the basin.","Written exercises, observation, oral questions","Responsibility, Integrity, Unity, Respect","Critical Thinking and Problem Solving, Communication and Collaboration, Imagination and Creativity, Citizenship, Self-efficacy",ESD: DRR; safety; Health education; Environmental conservation; Animal welfare,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 22-23,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 22-23. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.3 Capacity,"By the end of the lesson, the learner should be able to: measure capacity using arbitrary units",Capacity: Final Assessment,Term 1,Week 12,Activity: Capacity: Final Assessment,"Learners to empty and fill water in different containers to establish which holds more, less or same. Learners to identify and compare containers which holds more, less or same as. Learners to fill containers of different shapes and sizes with water then empty into others. Learners to be given water, same size basins and different small containers to count how many small containers fill the basin.",2.3 Capacity Quest,"Explore 2.3 capacity through interactive activities, hands-on practice, and real-life application.",What did you learn about capacity: final assessment today? How can you use this in your daily life?,10,1,30,Developing,"How can we find out which of two containers hold more, less or same as?","Learners to empty and fill water in different containers to establish which holds more, less or same. Learners to identify and compare containers which holds more, less or same as. Learners to fill containers of different shapes and sizes with water then empty into others. Learners to be given water, same size basins and different small containers to count how many small containers fill the basin.","Written exercises, observation, oral questions","Responsibility, Integrity, Unity, Respect","Critical Thinking and Problem Solving, Communication and Collaboration, Imagination and Creativity, Citizenship, Self-efficacy",ESD: DRR; safety; Health education; Environmental conservation; Animal welfare,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 22-23,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 22-23. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.4 Time,"By the end of the lesson, the learner should be able to: relate daily activities to time","Daily Activities: Morning, Afternoon, Evening",Term 1,Week 12,"Activity: Daily Activities: Morning, Afternoon, Evening","Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.",2.4 Time Quest,"Explore 2.4 time through interactive activities, hands-on practice, and real-life application.","What did you learn about daily activities: morning, afternoon, evening today? How can you use this in your daily life?",10,1,30,Developing,Which day of the week do you raise the school flag? Which day of the week do you worship?,"Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.","Oral questions, written exercises, observation","Respect, Responsibility, Patriotism","Communication and Collaboration, Self-efficacy, Citizenship","Citizenship: patriotism - the Kenyan flag; Health Education: time to brush teeth, wash face, sleep, take meals",KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 24,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 24. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.4 Time,"By the end of the lesson, the learner should be able to: relate days of the week with various activities",Days of the Week: Sunday to Wednesday,Term 1,Week 12,Activity: Days of the Week: Sunday to Wednesday,"Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.",2.4 Time Quest,"Explore 2.4 time through interactive activities, hands-on practice, and real-life application.",What did you learn about days of the week: sunday to wednesday today? How can you use this in your daily life?,10,1,30,Developing,Which day of the week do you raise the school flag? Which day of the week do you worship?,"Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.","Oral questions, written exercises, observation","Respect, Responsibility, Patriotism","Communication and Collaboration, Self-efficacy, Citizenship","Citizenship: patriotism - the Kenyan flag; Health Education: time to brush teeth, wash face, sleep, take meals",KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 24,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 24. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.4 Time,"By the end of the lesson, the learner should be able to: relate days of the week with various activities",Days of the Week: Thursday to Saturday,Term 1,Week 12,Activity: Days of the Week: Thursday to Saturday,"Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.",2.4 Time Quest,"Explore 2.4 time through interactive activities, hands-on practice, and real-life application.",What did you learn about days of the week: thursday to saturday today? How can you use this in your daily life?,10,1,30,Developing,Which day of the week do you raise the school flag? Which day of the week do you worship?,"Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.","Oral questions, written exercises, observation","Respect, Responsibility, Patriotism","Communication and Collaboration, Self-efficacy, Citizenship","Citizenship: patriotism - the Kenyan flag; Health Education: time to brush teeth, wash face, sleep, take meals",KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 24,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 24. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.4 Time,"By the end of the lesson, the learner should be able to: relate days of the week with various activities",Activities on Different Days of the Week,Term 1,Week 12,Activity: Activities on Different Days of the Week,"Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.",2.4 Time Quest,"Explore 2.4 time through interactive activities, hands-on practice, and real-life application.",What did you learn about activities on different days of the week today? How can you use this in your daily life?,10,1,30,Developing,Which day of the week do you raise the school flag? Which day of the week do you worship?,"Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.","Oral questions, written exercises, observation","Respect, Responsibility, Patriotism","Communication and Collaboration, Self-efficacy, Citizenship","Citizenship: patriotism - the Kenyan flag; Health Education: time to brush teeth, wash face, sleep, take meals",KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 24,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 24. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.4 Time,"By the end of the lesson, the learner should be able to: relate days of the week with various activities",Time: Practice and Application,Term 1,Week 12,Activity: Time: Practice and Application,"Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.",2.4 Time Quest,"Explore 2.4 time through interactive activities, hands-on practice, and real-life application.",What did you learn about time: practice and application today? How can you use this in your daily life?,10,1,30,Developing,Which day of the week do you raise the school flag? Which day of the week do you worship?,"Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.","Oral questions, written exercises, observation","Respect, Responsibility, Patriotism","Communication and Collaboration, Self-efficacy, Citizenship","Citizenship: patriotism - the Kenyan flag; Health Education: time to brush teeth, wash face, sleep, take meals",KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 24,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 24. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.4 Time,"By the end of the lesson, the learner should be able to: relate days of the week with various activities",Time: Digital Games,Term 1,Week 12,Activity: Time: Digital Games,"Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.",2.4 Time Quest,"Explore 2.4 time through interactive activities, hands-on practice, and real-life application.",What did you learn about time: digital games today? How can you use this in your daily life?,10,1,30,Developing,Which day of the week do you raise the school flag? Which day of the week do you worship?,"Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.","Oral questions, written exercises, observation","Respect, Responsibility, Patriotism","Communication and Collaboration, Self-efficacy, Citizenship","Citizenship: patriotism - the Kenyan flag; Health Education: time to brush teeth, wash face, sleep, take meals",KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 24,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 24. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.4 Time,"By the end of the lesson, the learner should be able to: relate days of the week with various activities",Time: Assessment and Review,Term 1,Week 12,Activity: Time: Assessment and Review,"Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.",2.4 Time Quest,"Explore 2.4 time through interactive activities, hands-on practice, and real-life application.",What did you learn about time: assessment and review today? How can you use this in your daily life?,10,1,30,Developing,Which day of the week do you raise the school flag? Which day of the week do you worship?,"Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.","Oral questions, written exercises, observation","Respect, Responsibility, Patriotism","Communication and Collaboration, Self-efficacy, Citizenship","Citizenship: patriotism - the Kenyan flag; Health Education: time to brush teeth, wash face, sleep, take meals",KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 24,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 24. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.4 Time,"By the end of the lesson, the learner should be able to: relate days of the week with various activities",Time: Community and Religious Activities,Term 1,Week 12,Activity: Time: Community and Religious Activities,"Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.",2.4 Time Quest,"Explore 2.4 time through interactive activities, hands-on practice, and real-life application.",What did you learn about time: community and religious activities today? How can you use this in your daily life?,10,1,30,Developing,Which day of the week do you raise the school flag? Which day of the week do you worship?,"Learners in pairs/groups to identify activities they do in the morning, afternoon and evening. Learners to sing songs/rhymes related to days of the week. Learners in pairs/groups to identify activities that take place during the days of the week.","Oral questions, written exercises, observation","Respect, Responsibility, Patriotism","Communication and Collaboration, Self-efficacy, Citizenship","Citizenship: patriotism - the Kenyan flag; Health Education: time to brush teeth, wash face, sleep, take meals",KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 24,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 24. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.5 Money,"By the end of the lesson, the learner should be able to: identify Kenyan currency coins and notes up to sh.100",Identifying Kenyan Coins up to Sh.40,Term 1,Week 12,Activity: Identifying Kenyan Coins up to Sh.40,Learners in pairs/groups to sort out different Kenyan currency coins and notes up to sh.100. Learners to put together coins and notes up to sh.100 according to their value and features. Learners in pairs/groups to give their own experiences in relation to shopping activities. Learners to discuss the value of items in the classroom shop up to sh.100. Learners in pairs/groups to discuss items they cannot do without and those that are necessary but they can do without. Learners to play digital game,2.5 Money Quest,"Explore 2.5 money through interactive activities, hands-on practice, and real-life application.",What did you learn about identifying kenyan coins up to sh.40 today? How can you use this in your daily life?,10,1,30,Developing,How can you identify Kenyan currency coins and notes?,Learners in pairs/groups to sort out different Kenyan currency coins and notes up to sh.100. Learners to put together coins and notes up to sh.100 according to their value and features. Learners in pairs/groups to give their own experiences in relation to shopping activities. Learners to discuss the value of items in the classroom shop up to sh.100. Learners in pairs/groups to discuss items they cannot do without and those that are necessary but they can do without. Learners to play digital games involving needs and wants. Learners to give their own experiences on saving and spending. Learners to role play buying and selling from the classroom shop.,"Written exercises, oral questions, observation","Integrity, Responsibility, Honesty","Communication and Collaboration, Self-efficacy, Citizenship, Digital Literacy",ESD: DRR; safety - as learners handle money; Citizenship: patriotism - features on Kenya currency,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 25,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 25. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.5 Money,"By the end of the lesson, the learner should be able to: relate money to goods and services up to sh.100 in shopping activities",Identifying Kenyan Coins and Notes up to Sh.100,Term 1,Week 12,Activity: Identifying Kenyan Coins and Notes up to Sh.100,Learners in pairs/groups to sort out different Kenyan currency coins and notes up to sh.100. Learners to put together coins and notes up to sh.100 according to their value and features. Learners in pairs/groups to give their own experiences in relation to shopping activities. Learners to discuss the value of items in the classroom shop up to sh.100. Learners in pairs/groups to discuss items they cannot do without and those that are necessary but they can do without. Learners to play digital game,2.5 Money Quest,"Explore 2.5 money through interactive activities, hands-on practice, and real-life application.",What did you learn about identifying kenyan coins and notes up to sh.100 today? How can you use this in your daily life?,10,1,30,Developing,How can you identify Kenyan currency coins and notes?,Learners in pairs/groups to sort out different Kenyan currency coins and notes up to sh.100. Learners to put together coins and notes up to sh.100 according to their value and features. Learners in pairs/groups to give their own experiences in relation to shopping activities. Learners to discuss the value of items in the classroom shop up to sh.100. Learners in pairs/groups to discuss items they cannot do without and those that are necessary but they can do without. Learners to play digital games involving needs and wants. Learners to give their own experiences on saving and spending. Learners to role play buying and selling from the classroom shop.,"Written exercises, oral questions, observation","Integrity, Responsibility, Honesty","Communication and Collaboration, Self-efficacy, Citizenship, Digital Literacy",ESD: DRR; safety - as learners handle money; Citizenship: patriotism - features on Kenya currency,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 25,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 25. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.5 Money,"By the end of the lesson, the learner should be able to: differentiate between needs and wants in real life context",Sorting Money by Value and Features,Term 1,Week 12,Activity: Sorting Money by Value and Features,Learners in pairs/groups to sort out different Kenyan currency coins and notes up to sh.100. Learners to put together coins and notes up to sh.100 according to their value and features. Learners in pairs/groups to give their own experiences in relation to shopping activities. Learners to discuss the value of items in the classroom shop up to sh.100. Learners in pairs/groups to discuss items they cannot do without and those that are necessary but they can do without. Learners to play digital game,2.5 Money Quest,"Explore 2.5 money through interactive activities, hands-on practice, and real-life application.",What did you learn about sorting money by value and features today? How can you use this in your daily life?,10,1,30,Developing,How can you identify Kenyan currency coins and notes?,Learners in pairs/groups to sort out different Kenyan currency coins and notes up to sh.100. Learners to put together coins and notes up to sh.100 according to their value and features. Learners in pairs/groups to give their own experiences in relation to shopping activities. Learners to discuss the value of items in the classroom shop up to sh.100. Learners in pairs/groups to discuss items they cannot do without and those that are necessary but they can do without. Learners to play digital games involving needs and wants. Learners to give their own experiences on saving and spending. Learners to role play buying and selling from the classroom shop.,"Written exercises, oral questions, observation","Integrity, Responsibility, Honesty","Communication and Collaboration, Self-efficacy, Citizenship, Digital Literacy",ESD: DRR; safety - as learners handle money; Citizenship: patriotism - features on Kenya currency,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 25,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 25. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.5 Money,"By the end of the lesson, the learner should be able to: appreciate spending and saving in real life situations",Shopping Activities: Buying and Selling,Term 1,Week 12,Activity: Shopping Activities: Buying and Selling,Learners in pairs/groups to sort out different Kenyan currency coins and notes up to sh.100. Learners to put together coins and notes up to sh.100 according to their value and features. Learners in pairs/groups to give their own experiences in relation to shopping activities. Learners to discuss the value of items in the classroom shop up to sh.100. Learners in pairs/groups to discuss items they cannot do without and those that are necessary but they can do without. Learners to play digital game,2.5 Money Quest,"Explore 2.5 money through interactive activities, hands-on practice, and real-life application.",What did you learn about shopping activities: buying and selling today? How can you use this in your daily life?,10,1,30,Developing,How can you identify Kenyan currency coins and notes?,Learners in pairs/groups to sort out different Kenyan currency coins and notes up to sh.100. Learners to put together coins and notes up to sh.100 according to their value and features. Learners in pairs/groups to give their own experiences in relation to shopping activities. Learners to discuss the value of items in the classroom shop up to sh.100. Learners in pairs/groups to discuss items they cannot do without and those that are necessary but they can do without. Learners to play digital games involving needs and wants. Learners to give their own experiences on saving and spending. Learners to role play buying and selling from the classroom shop.,"Written exercises, oral questions, observation","Integrity, Responsibility, Honesty","Communication and Collaboration, Self-efficacy, Citizenship, Digital Literacy",ESD: DRR; safety - as learners handle money; Citizenship: patriotism - features on Kenya currency,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 25,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 25. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.5 Money,"By the end of the lesson, the learner should be able to: appreciate spending and saving in real life situations",Differentiating Needs and Wants,Term 1,Week 12,Activity: Differentiating Needs and Wants,Learners in pairs/groups to sort out different Kenyan currency coins and notes up to sh.100. Learners to put together coins and notes up to sh.100 according to their value and features. Learners in pairs/groups to give their own experiences in relation to shopping activities. Learners to discuss the value of items in the classroom shop up to sh.100. Learners in pairs/groups to discuss items they cannot do without and those that are necessary but they can do without. Learners to play digital game,2.5 Money Quest,"Explore 2.5 money through interactive activities, hands-on practice, and real-life application.",What did you learn about differentiating needs and wants today? How can you use this in your daily life?,10,1,30,Developing,How can you identify Kenyan currency coins and notes?,Learners in pairs/groups to sort out different Kenyan currency coins and notes up to sh.100. Learners to put together coins and notes up to sh.100 according to their value and features. Learners in pairs/groups to give their own experiences in relation to shopping activities. Learners to discuss the value of items in the classroom shop up to sh.100. Learners in pairs/groups to discuss items they cannot do without and those that are necessary but they can do without. Learners to play digital games involving needs and wants. Learners to give their own experiences on saving and spending. Learners to role play buying and selling from the classroom shop.,"Written exercises, oral questions, observation","Integrity, Responsibility, Honesty","Communication and Collaboration, Self-efficacy, Citizenship, Digital Literacy",ESD: DRR; safety - as learners handle money; Citizenship: patriotism - features on Kenya currency,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 25,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 25. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.5 Money,"By the end of the lesson, the learner should be able to: appreciate spending and saving in real life situations",Saving and Spending Money,Term 1,Week 12,Activity: Saving and Spending Money,Learners in pairs/groups to sort out different Kenyan currency coins and notes up to sh.100. Learners to put together coins and notes up to sh.100 according to their value and features. Learners in pairs/groups to give their own experiences in relation to shopping activities. Learners to discuss the value of items in the classroom shop up to sh.100. Learners in pairs/groups to discuss items they cannot do without and those that are necessary but they can do without. Learners to play digital game,2.5 Money Quest,"Explore 2.5 money through interactive activities, hands-on practice, and real-life application.",What did you learn about saving and spending money today? How can you use this in your daily life?,10,1,30,Developing,How can you identify Kenyan currency coins and notes?,Learners in pairs/groups to sort out different Kenyan currency coins and notes up to sh.100. Learners to put together coins and notes up to sh.100 according to their value and features. Learners in pairs/groups to give their own experiences in relation to shopping activities. Learners to discuss the value of items in the classroom shop up to sh.100. Learners in pairs/groups to discuss items they cannot do without and those that are necessary but they can do without. Learners to play digital games involving needs and wants. Learners to give their own experiences on saving and spending. Learners to role play buying and selling from the classroom shop.,"Written exercises, oral questions, observation","Integrity, Responsibility, Honesty","Communication and Collaboration, Self-efficacy, Citizenship, Digital Literacy",ESD: DRR; safety - as learners handle money; Citizenship: patriotism - features on Kenya currency,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 25,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 25. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Measurement,2.5 Money,"By the end of the lesson, the learner should be able to: appreciate spending and saving in real life situations",Money: Role Play in the Classroom Shop,Term 1,Week 12,Activity: Money: Role Play in the Classroom Shop,Learners in pairs/groups to sort out different Kenyan currency coins and notes up to sh.100. Learners to put together coins and notes up to sh.100 according to their value and features. Learners in pairs/groups to give their own experiences in relation to shopping activities. Learners to discuss the value of items in the classroom shop up to sh.100. Learners in pairs/groups to discuss items they cannot do without and those that are necessary but they can do without. Learners to play digital game,2.5 Money Quest,"Explore 2.5 money through interactive activities, hands-on practice, and real-life application.",What did you learn about money: role play in the classroom shop today? How can you use this in your daily life?,10,1,30,Developing,How can you identify Kenyan currency coins and notes?,Learners in pairs/groups to sort out different Kenyan currency coins and notes up to sh.100. Learners to put together coins and notes up to sh.100 according to their value and features. Learners in pairs/groups to give their own experiences in relation to shopping activities. Learners to discuss the value of items in the classroom shop up to sh.100. Learners in pairs/groups to discuss items they cannot do without and those that are necessary but they can do without. Learners to play digital games involving needs and wants. Learners to give their own experiences on saving and spending. Learners to role play buying and selling from the classroom shop.,"Written exercises, oral questions, observation","Integrity, Responsibility, Honesty","Communication and Collaboration, Self-efficacy, Citizenship, Digital Literacy",ESD: DRR; safety - as learners handle money; Citizenship: patriotism - features on Kenya currency,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 25,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 25. 8 lessons allocated for this sub-strand."
