lesson_id,title,journey_field,defect_type,severity,evidence,recommended_fix,needs_source_pack
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourneyDraft","title_copying","low","Step 1: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourneyDraft","title_copying","low","Step 2: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourneyDraft","title_copying","low","Step 3: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourneyDraft","title_copying","low","Step 4: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourneyDraft","title_copying","low","Step 5: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourneyDraft","title_copying","low","Step 6: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourneyDraft","title_copying","low","Step 7: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourneyDraft","title_copying","low","Step 8: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourneyDraft","title_copying","low","Step 9: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourneyDraft","title_copying","low","Step 10: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourneyDraft","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourneyDraft","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourney","title_copying","low","Step 1: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourney","title_copying","low","Step 2: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourney","title_copying","low","Step 3: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourney","title_copying","low","Step 4: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourney","title_copying","low","Step 5: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourney","title_copying","low","Step 6: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourney","title_copying","low","Step 7: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourney","title_copying","low","Step 8: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourney","title_copying","low","Step 9: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourney","title_copying","low","Step 10: studentText contains lesson title","rewrite studentText","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourneyDraft","title_copying","low","Step 1: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourneyDraft","title_copying","low","Step 2: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourneyDraft","title_copying","low","Step 3: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourneyDraft","title_copying","low","Step 4: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourneyDraft","title_copying","low","Step 5: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourneyDraft","title_copying","low","Step 6: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourneyDraft","title_copying","low","Step 7: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourneyDraft","title_copying","low","Step 8: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourneyDraft","title_copying","low","Step 9: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourneyDraft","title_copying","low","Step 10: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourneyDraft","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourneyDraft","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourney","title_copying","low","Step 1: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourney","title_copying","low","Step 2: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourney","title_copying","low","Step 3: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourney","title_copying","low","Step 4: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourney","title_copying","low","Step 5: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourney","title_copying","low","Step 6: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourney","title_copying","low","Step 7: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourney","title_copying","low","Step 8: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourney","title_copying","low","Step 9: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourney","title_copying","low","Step 10: studentText contains lesson title","rewrite studentText","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourneyDraft","title_copying","low","Step 1: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourneyDraft","title_copying","low","Step 2: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourneyDraft","title_copying","low","Step 3: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourneyDraft","title_copying","low","Step 4: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourneyDraft","title_copying","low","Step 5: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourneyDraft","title_copying","low","Step 6: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourneyDraft","title_copying","low","Step 7: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourneyDraft","title_copying","low","Step 8: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourneyDraft","title_copying","low","Step 9: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourneyDraft","title_copying","low","Step 10: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourneyDraft","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourneyDraft","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourney","title_copying","low","Step 1: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourney","title_copying","low","Step 2: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourney","title_copying","low","Step 3: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourney","title_copying","low","Step 4: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourney","title_copying","low","Step 5: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourney","title_copying","low","Step 6: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourney","title_copying","low","Step 7: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourney","title_copying","low","Step 8: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourney","title_copying","low","Step 9: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourney","title_copying","low","Step 10: studentText contains lesson title","rewrite studentText","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
