lessonId,title,slug,subject,strand,subStrand,learningOutcome,status,journeySource,pubStepCount,draftStepCount,pubSeverity,draftSeverity,worstSeverity,pubFlags,draftFlags,sampleText
"f4dfc669-06e9-4bea-a6db-a8f601437f76","Subtraction: Final Assessment","g2-mathematics-subtraction-final-assessment","Mathematics","Numbers","1.5 Subtraction","By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving subtraction up t","PUBLISHED","published","10","","suspicious","empty","suspicious","QC_NO_CORRECT_INDEX","","hello! subtraction means taking away. let's learn together! today we learn subtraction! we take away to find what's left. like: 8 - 3 = 5 means start with 8, take away 3, 5 are left. let's subtract! y"
"c5503a46-26ed-49c2-bad5-d90e204048b8","Child Labour: Describing words: size, colour and shape","g2-english-child-labour-describing-words-size-colour-and-shape","English","Listening and Speaking","1.3 Language Structures and Functions — Child Labour: Describing words: size, colour and shape","By the end of the lesson, the learner should be able to: use describing words for size, colour and shape accurately when","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""pay attention""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""pay attention""; GENERIC: ""listen carefully""","hello! today we will learn about listening skills together. hello, friend! today we are going to learn about listening skills through child labour. are you ready? welcome! our mission is to learn abou"
"6c4f60d2-f577-45cd-a25b-ca8f9eefc6e4","Introduction to Multiplication as Repeated Addition","g2-mathematics-introduction-to-multiplication-as-repeated-addition","Mathematics","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: represent multiplication as repeated addition using numbers 1, ","PUBLISHED","both","10","10","contaminated","contaminated","contaminated","FORBIDDEN: ""reading comprehension""; FORBIDDEN: ""read a short passage""; FORBIDDEN: ""good readers""; FORBIDDEN: ""words say""; FORBIDDEN: ""what did you learn about reading""; GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""; REFLECTION_MISMATCH: Math asks about reading","FORBIDDEN: ""reading comprehension""; FORBIDDEN: ""read a short passage""; FORBIDDEN: ""good readers""; FORBIDDEN: ""words say""; FORBIDDEN: ""what did you learn about reading""; GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""; REFLECTION_MISMATCH: Math asks about reading","hello! today we will learn about reading comprehension together. hello, friend! today we are going to learn about reading comprehension through everyday life. are you ready? welcome! our mission is to"
"9529fd56-06ee-42ef-b682-2437f3cd7d73","Lishe Bora: Mazoezi na tafakari","g2-kiswahili-lishe-bora-mazoezi-na-tafakari","Kiswahili","Tathmini","Lishe Bora — Marudio na tathmini","By the end of the lesson, the learner should be able to: demonstrate understanding of healthy food vocabulary, reading a","PUBLISHED","both","10","10","clean","clean","clean","","","habari! mimi ni owl. leo tutapima yote tuliyojifunza. habari, rafiki! 🌟 leo tutapima yote tuliyojifunza. tutasikiliza, tusome, tuandike, na tuzungumze kwa kiswahili! karibu! lengo letu ni kuonyesha y"
"1d7de236-e2cc-4780-81a1-00764d427d7c","Making a Double Strand Bracelet","g2-movement-making-a-double-strand-bracelet","Movement","Art and Craft: Ornaments","6.2 Double Strand Bracelets — 3 official lesson(s)","By the end of the lesson, the learner should be able to observe bracelet samples, experiment with local materials, creat","PUBLISHED","none","","","empty","empty","empty","","",""
"29307c8c-072e-4af0-8c1f-d84e95bc6ef6","What Makes the School Environment Dirty?","g2-environmental-what-makes-the-school-environment-dirty","Environmental","Social environment","2.1 School environment and its neighbourhood","By the end of the lesson, the learner should be able to identify features around school, keep the school environment cle","PUBLISHED","none","","","empty","empty","empty","","",""
"b0c38507-b852-4a4c-8767-c0234ef9b89c","Multiplication as Repeated Addition Using Counters","g2-mathematics-multiplication-as-repeated-addition-using-counters","Mathematics","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: write repeated addition sentences as multiplication, using '×' ","PUBLISHED","draft","","10","empty","clean","clean","","",""
"23a18282-fd24-4d8b-a2df-9459ad259ac0","Naming Safe Items and Body Parts for Kicking","g2-movement-naming-safe-items-and-body-parts-for-kicking","Movement","Movement: Basic Movement Skills","3.1 Manipulative Skills: Kicking — 12 official lesson(s)","By the end of the lesson, the learner should be able to name body parts used when kicking, perform kicking in different ","PUBLISHED","none","","","empty","empty","empty","","",""
"3ba2c6ed-90ca-4f28-9a11-88f53aa3bce0","Child Labour: Reading Short Texts","g2-english-child-labour-reading-short-texts","English","Reading","2.2 Letter-Sound Knowledge / 2.3 Word Reading / 2.4 Fluency — Child Labour: Describing words: size, colour and shape","By the end of the lesson, the learner should be able to: read grade-level words and short connected texts related to the","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about reading comprehension together. hello, friend! today we are going to learn about reading comprehension through child labour. are you ready? welcome! our mission is to "
"6f24e77e-a1fb-441c-809a-3ca4f5ea0e44","Ways to Keep the School Environment Clean","g2-environmental-ways-to-keep-the-school-environment-clean","Environmental","Social environment","2.1 School environment and its neighbourhood","By the end of the lesson, the learner should be able to identify features around school, keep the school environment cle","PUBLISHED","none","","","empty","empty","empty","","",""
"13884479-7dd2-4ff4-9b6e-fa92509575d8","Kutaja wanyama wa nyumbani","g2-kiswahili-kutaja-wanyama-wa-nyumbani","Kiswahili","Msamiati","Mnyama Nimpendaye — Msamiati wa wanyama","By the end of the lesson, the learner should be able to: name common domestic animals in Kiswahili.","PUBLISHED","none","","","empty","empty","empty","","",""
"8713f8d6-5d07-4b7d-82ae-5ddfffe39385","Kutumia msamiati wa kutunza wanyama","g2-kiswahili-kutumia-msamiati-wa-kutunza-wanyama","Kiswahili","Msamiati","Mnyama Nimpendaye — Utunzaji wa wanyama","By the end of the lesson, the learner should be able to: use animal-care vocabulary in simple oral sentences.","PUBLISHED","none","","","empty","empty","empty","","",""
"4f60d032-fe8d-4fa5-b872-17634aaea15c","Watching and Discussing Kicking in Games","g2-movement-watching-and-discussing-kicking-in-games","Movement","Movement: Basic Movement Skills","3.1 Manipulative Skills: Kicking — 12 official lesson(s)","By the end of the lesson, the learner should be able to name body parts used when kicking, perform kicking in different ","PUBLISHED","none","","","empty","empty","empty","","",""
"f3e92483-c349-4553-ba43-fd277cf2be73","Multiplication as Repeated Addition Using Number Lines","g2-mathematics-multiplication-as-repeated-addition-using-number-lines","Mathematics","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10","PUBLISHED","draft","","10","empty","clean","clean","","",""
"11fb0677-7b3d-4c4d-b674-120b5685afed","Why a Clean School Environment Matters","g2-environmental-why-a-clean-school-environment-matters","Environmental","Social environment","2.1 School environment and its neighbourhood","By the end of the lesson, the learner should be able to identify features around school, keep the school environment cle","PUBLISHED","none","","","empty","empty","empty","","",""
"b56712fe-ae5c-4771-9f93-655179cd501f","Child Labour: Writing Words and Sentences","g2-english-child-labour-writing-words-and-sentences","English","Writing","3.2 Handwriting / 3.3 Spelling / 3.5 Guided Writing — Child Labour: Describing words: size, colour and shape","By the end of the lesson, the learner should be able to: spell theme words, write legibly, and write simple meaningful s","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about writing skills together. hello, friend! today we are going to learn about writing skills through child labour. are you ready? welcome! our mission is to learn about wr"
"60d1b044-9a0c-4f64-b106-f97915701f31","Identifying Possible Dangers in School","g2-environmental-identifying-possible-dangers-in-school","Environmental","Social environment","2.1 School environment and its neighbourhood","By the end of the lesson, the learner should be able to identify features around school, keep the school environment cle","PUBLISHED","none","","","empty","empty","empty","","",""
"0115172e-c7ea-4216-ae24-35ec3bb7a396","Kicking Forward and Backward","g2-movement-kicking-forward-and-backward","Movement","Movement: Basic Movement Skills","3.1 Manipulative Skills: Kicking — 12 official lesson(s)","By the end of the lesson, the learner should be able to name body parts used when kicking, perform kicking in different ","PUBLISHED","none","","","empty","empty","empty","","",""
"74c3c365-e3bf-4b80-b272-69a6b1c7070f","Child Labour: Integrated Review and Assessment","g2-english-child-labour-integrated-review-and-assessment","English","Integrated English Practice","Integrated Review and Formative Assessment — Child Labour: Describing words: size, colour and shape","By the end of the lesson, the learner should be able to: use listening, speaking, reading and writing skills together to","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about vocabulary together. hello, friend! today we are going to learn about vocabulary through child labour. are you ready? welcome! our mission is to learn about vocabulary"
"9836c63a-fd91-4098-a538-70dcaa424345","Kusimulia kuhusu mnyama nimpendaye","g2-kiswahili-kusimulia-kuhusu-mnyama-nimpendaye","Kiswahili","Kusikiliza na Kuzungumza","Mnyama Nimpendaye — Masimulizi","By the end of the lesson, the learner should be able to: speak about a favourite domestic animal clearly and respectfull","PUBLISHED","none","","","empty","empty","empty","","",""
"cff3b7c1-2468-454d-b2da-fe35d49e2456","Writing Multiplication Sentences Using the × Sign","g2-mathematics-writing-multiplication-sentences-using-the-sign","Mathematics","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10","PUBLISHED","draft","","10","empty","clean","clean","","",""
"1dc0739d-7275-4b29-9780-165c41ee7962","Caring for Others: Listening for Key Ideas","g2-english-caring-for-others-listening-for-key-ideas","English","Listening and Speaking","1.1 Attentive Listening — Caring for Others: Conjunctions: and, but, because","By the end of the lesson, the learner should be able to: listen attentively, respond to simple two-directional instructi","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""pay attention""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""pay attention""; GENERIC: ""listen carefully""","hello! today we will learn about listening skills together. hello, friend! today we are going to learn about listening skills through caring for others. are you ready? welcome! our mission is to learn"
"f507dbfb-936a-4b8c-bf32-7bd086907bb2","Kueleza jinsi ya kumtunza mnyama","g2-kiswahili-kueleza-jinsi-ya-kumtunza-mnyama","Kiswahili","Kusikiliza na Kuzungumza","Mnyama Nimpendaye — Utunzaji","By the end of the lesson, the learner should be able to: explain simple ways of caring for a domestic animal.","PUBLISHED","none","","","empty","empty","empty","","",""
"9681b2f7-1169-4c90-9fdd-2aa92f949843","Ways to Keep Safe and Secure in School","g2-environmental-ways-to-keep-safe-and-secure-in-school","Environmental","Social environment","2.1 School environment and its neighbourhood","By the end of the lesson, the learner should be able to identify features around school, keep the school environment cle","PUBLISHED","none","","","empty","empty","empty","","",""
"427f358e-cf42-447e-925f-db7890a6c5ec","Multiplying by 1 and 2","g2-mathematics-multiplying-by-1-and-2","Mathematics","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10","PUBLISHED","both","10","10","contaminated","contaminated","contaminated","FORBIDDEN: ""reading comprehension""; FORBIDDEN: ""read a short passage""; FORBIDDEN: ""good readers""; FORBIDDEN: ""words say""; FORBIDDEN: ""what did you learn about reading""; GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""; REFLECTION_MISMATCH: Math asks about reading","FORBIDDEN: ""reading comprehension""; FORBIDDEN: ""read a short passage""; FORBIDDEN: ""good readers""; FORBIDDEN: ""words say""; FORBIDDEN: ""what did you learn about reading""; GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""; REFLECTION_MISMATCH: Math asks about reading","hello! today we will learn about reading comprehension together. hello, friend! today we are going to learn about reading comprehension through everyday life. are you ready? welcome! our mission is to"
"200d48f3-f47f-4a7d-8d00-be2f3c759e3e","Kicking to the Right and Left","g2-movement-kicking-to-the-right-and-left","Movement","Movement: Basic Movement Skills","3.1 Manipulative Skills: Kicking — 12 official lesson(s)","By the end of the lesson, the learner should be able to name body parts used when kicking, perform kicking in different ","PUBLISHED","none","","","empty","empty","empty","","",""
"a594984d-8551-40ac-8a5c-037fac65bc1a","Kicking in Straight and Curved Pathways","g2-movement-kicking-in-straight-and-curved-pathways","Movement","Movement: Basic Movement Skills","3.1 Manipulative Skills: Kicking — 12 official lesson(s)","By the end of the lesson, the learner should be able to name body parts used when kicking, perform kicking in different ","PUBLISHED","none","","","empty","empty","empty","","",""
"70c06d54-43b2-4f4b-88be-292927709490","Making Safety Rules for School","g2-environmental-making-safety-rules-for-school","Environmental","Social environment","2.1 School environment and its neighbourhood","By the end of the lesson, the learner should be able to identify features around school, keep the school environment cle","PUBLISHED","none","","","empty","empty","empty","","",""
"938a3ed5-06ab-430b-a345-b933cce98a68","Multiplying by 3 and 4","g2-mathematics-multiplying-by-3-and-4","Mathematics","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10","PUBLISHED","draft","","10","empty","clean","clean","","",""
"77c241a5-2cd1-4ebb-be7a-0ea8e5961385","Caring for Others: Vocabulary and Pronunciation","g2-english-caring-for-others-vocabulary-and-pronunciation","English","Listening and Speaking","1.2 Pronunciation and Vocabulary — Caring for Others: Conjunctions: and, but, because","By the end of the lesson, the learner should be able to: recognise consonant blends, pronounce theme vocabulary correctl","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""pay attention""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""pay attention""; GENERIC: ""listen carefully""","hello! today we will learn about listening skills together. hello, friend! today we are going to learn about listening skills through caring for others. are you ready? welcome! our mission is to learn"
"7cd1b6a1-38b0-468a-bfbe-4c19509b4df9","Kusoma hadithi kuhusu wanyama wa nyumbani","g2-kiswahili-kusoma-hadithi-kuhusu-wanyama-wa-nyumbani","Kiswahili","Kusoma","Mnyama Nimpendaye — Hadithi","By the end of the lesson, the learner should be able to: read a short story about a domestic animal and answer comprehen","PUBLISHED","none","","","empty","empty","empty","","",""
"2afb0a5b-88e3-4c8e-9ccb-844064b1bd3f","Multiplying by 5 and 10","g2-mathematics-multiplying-by-5-and-10","Mathematics","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10","PUBLISHED","draft","","10","empty","clean","clean","","",""
"1cf0ddc5-51b1-4cc9-af20-9d604d80a3cd","Colours of the Kenya National Flag","g2-environmental-colours-of-the-kenya-national-flag","Environmental","Social environment","2.1 School environment and its neighbourhood","By the end of the lesson, the learner should be able to identify features around school, keep the school environment cle","PUBLISHED","none","","","empty","empty","empty","","",""
"471474e5-9e66-4f20-812d-001bd6a57c6b","Kutoa muhtasari wa hadithi ya mnyama","g2-kiswahili-kutoa-muhtasari-wa-hadithi-ya-mnyama","Kiswahili","Kusoma","Mnyama Nimpendaye — Ufahamu","By the end of the lesson, the learner should be able to: retell key events from a story about a domestic animal.","PUBLISHED","none","","","empty","empty","empty","","",""
"719e7a52-57a8-4337-b7ee-124e7b993ef6","Caring for Others: Conjunctions: and, but, because","g2-english-caring-for-others-conjunctions-and-but-because","English","Listening and Speaking","1.3 Language Structures and Functions — Caring for Others: Conjunctions: and, but, because","By the end of the lesson, the learner should be able to: use conjunctions to join words and short sentences in conversat","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""pay attention""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""pay attention""; GENERIC: ""listen carefully""","hello! today we will learn about listening skills together. hello, friend! today we are going to learn about listening skills through caring for others. are you ready? welcome! our mission is to learn"
"c18ff3cc-f686-48e0-89d3-e4f9766d2be3","Kicking in Circular and Zigzag Pathways","g2-movement-kicking-in-circular-and-zigzag-pathways","Movement","Movement: Basic Movement Skills","3.1 Manipulative Skills: Kicking — 12 official lesson(s)","By the end of the lesson, the learner should be able to name body parts used when kicking, perform kicking in different ","PUBLISHED","none","","","empty","empty","empty","","",""
"8ac302d9-4318-450f-91bc-809de693ecdf","Kutumia hili katika sentensi","g2-kiswahili-kutumia-hili-katika-sentensi","Kiswahili","Sarufi","Mnyama Nimpendaye — Matumizi ya hili na haya","By the end of the lesson, the learner should be able to: use hili correctly in simple Kiswahili sentences.","PUBLISHED","both","10","10","clean","clean","clean","","","habari! mimi ni owl. leo tutajifunza sarufi pamoja. habari, rafiki! 📝 leo tutajifunza sarufi ya kiswahili — kanuni za lugha. karibu! lengo letu ni kujua sarufi. mwisho wa somo hili, utaweza kutumia k"
"615ee295-efe2-4eb3-ac1f-3676d6a758df","Kicking at Low, Medium and High Levels","g2-movement-kicking-at-low-medium-and-high-levels","Movement","Movement: Basic Movement Skills","3.1 Manipulative Skills: Kicking — 12 official lesson(s)","By the end of the lesson, the learner should be able to name body parts used when kicking, perform kicking in different ","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""","GENERIC: ""here is what you need to know""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""","hello! i am owl. let us learn about kicking at low, medium and high levels together! hello, friend! today we will learn about kicking at low, medium and high levels. are you ready? welcome! our missio"
"c8d30e9b-686f-4994-a73b-7f5ffd4cac50","Showing Respect for the Kenya National Flag","g2-environmental-showing-respect-for-the-kenya-national-flag","Environmental","Social environment","2.1 School environment and its neighbourhood","By the end of the lesson, the learner should be able to identify features around school, keep the school environment cle","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""","GENERIC: ""here is what you need to know""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""","hello! i am owl. let us learn about showing respect for the kenya national flag together! hello, friend! today we will learn about showing respect for the kenya national flag. are you ready? welcome! "
"0637d6e8-8325-403a-b44a-93f100d48c52","Multiplication: Practice and Application","g2-mathematics-multiplication-practice-and-application","Mathematics","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10","PUBLISHED","published","10","","suspicious","empty","suspicious","QC_NO_CORRECT_INDEX","","hello! multiplication is a shortcut for adding the same number many times. let's learn! today we learn multiplication! it's repeated addition. like 3 × 4 means 4 + 4 + 4 = 12. multiplication magic! yo"
"9a90fc3f-bd93-4515-b9c9-b5580b9c7935","Caring for Others: Reading Short Texts","g2-english-caring-for-others-reading-short-texts","English","Reading","2.2 Letter-Sound Knowledge / 2.3 Word Reading / 2.4 Fluency — Caring for Others: Conjunctions: and, but, because","By the end of the lesson, the learner should be able to: read grade-level words and short connected texts related to the","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about reading comprehension together. hello, friend! today we are going to learn about reading comprehension through caring for others. are you ready? welcome! our mission i"
"0d69d0e0-7f6e-4bfb-bf27-1b23f438fab6","Kutumia haya katika sentensi","g2-kiswahili-kutumia-haya-katika-sentensi","Kiswahili","Sarufi","Mnyama Nimpendaye — Matumizi ya hili na haya","By the end of the lesson, the learner should be able to: use haya correctly in simple Kiswahili sentences.","PUBLISHED","both","10","10","clean","clean","clean","","","habari! mimi ni owl. leo tutajifunza sarufi pamoja. habari, rafiki! 📝 leo tutajifunza sarufi ya kiswahili — kanuni za lugha. karibu! lengo letu ni kujua sarufi. mwisho wa somo hili, utaweza kutumia k"
"5014eef8-8f3b-45cd-8696-410a4f5e937d","Caring for Others: Writing Words and Sentences","g2-english-caring-for-others-writing-words-and-sentences","English","Writing","3.2 Handwriting / 3.3 Spelling / 3.5 Guided Writing — Caring for Others: Conjunctions: and, but, because","By the end of the lesson, the learner should be able to: spell theme words, write legibly, and write simple meaningful s","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about writing skills together. hello, friend! today we are going to learn about writing skills through caring for others. are you ready? welcome! our mission is to learn abo"
"d799c135-1f75-4290-ae4d-b19c9ed29421","Multiplication: Word Problems","g2-mathematics-multiplication-word-problems","Mathematics","Numbers","1.6 Multiplication","By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10","PUBLISHED","published","10","","suspicious","empty","suspicious","QC_NO_CORRECT_INDEX","","hello! multiplication is a shortcut for adding the same number many times. let's learn! today we learn multiplication! it's repeated addition. like 3 × 4 means 4 + 4 + 4 = 12. multiplication magic! yo"
"172966b0-4ecc-43af-9d2a-ad2a9354f582","Kicking Slowly and Quickly","g2-movement-kicking-slowly-and-quickly","Movement","Movement: Basic Movement Skills","3.1 Manipulative Skills: Kicking — 12 official lesson(s)","By the end of the lesson, the learner should be able to name body parts used when kicking, perform kicking in different ","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""","GENERIC: ""here is what you need to know""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""","hello! i am owl. let us learn about kicking slowly and quickly together! hello, friend! today we will learn about kicking slowly and quickly. are you ready? welcome! our mission is to explore kicking "
"79cc89e4-9e9c-44b1-bc46-bdd9877236de","Occasions When the Kenya National Anthem Is Sung","g2-environmental-occasions-when-the-kenya-national-anthem-is-sung","Environmental","Social environment","2.1 School environment and its neighbourhood","By the end of the lesson, the learner should be able to identify features around school, keep the school environment cle","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""","GENERIC: ""here is what you need to know""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""","hello! i am owl. let us learn about occasions when the kenya national anthem is sung together! hello, friend! today we will learn about occasions when the kenya national anthem is sung. are you ready?"
"8c6ec2ac-d17d-476b-8100-1d46bba0beaf","Caring for Others: Integrated Review and Assessment","g2-english-caring-for-others-integrated-review-and-assessment","English","Integrated English Practice","Integrated Review and Formative Assessment — Caring for Others: Conjunctions: and, but, because","By the end of the lesson, the learner should be able to: use listening, speaking, reading and writing skills together to","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about reading comprehension together. hello, friend! today we are going to learn about reading comprehension through caring for others. are you ready? welcome! our mission i"
"ef91df3c-1943-43a4-aa8c-b4eb440b3d2e","Good Etiquette When Singing the National Anthem","g2-environmental-good-etiquette-when-singing-the-national-anthem","Environmental","Social environment","2.1 School environment and its neighbourhood","By the end of the lesson, the learner should be able to identify features around school, keep the school environment cle","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""","GENERIC: ""here is what you need to know""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""","hello! i am owl. let us learn about good etiquette when singing the national anthem together! hello, friend! today we will learn about good etiquette when singing the national anthem. are you ready? w"
"696b83f4-5dda-4799-b42c-8d7ce3e6b3d9","Mnyama Nimpendaye: Mazoezi na tafakari","g2-kiswahili-mnyama-nimpendaye-mazoezi-na-tafakari","Kiswahili","Tathmini","Mnyama Nimpendaye — Marudio na tathmini","By the end of the lesson, the learner should be able to: demonstrate understanding of animal vocabulary, animal-care nar","PUBLISHED","both","10","10","clean","clean","clean","","","habari! mimi ni owl. leo tutapima yote tuliyojifunza. habari, rafiki! 🌟 leo tutapima yote tuliyojifunza. tutasikiliza, tusome, tuandike, na tuzungumze kwa kiswahili! karibu! lengo letu ni kuonyesha y"
"5b8bc224-5512-4e2d-bba3-c73958839bce","Making Simple Balls for Kicking Games","g2-movement-making-simple-balls-for-kicking-games","Movement","Movement: Basic Movement Skills","3.1 Manipulative Skills: Kicking — 12 official lesson(s)","By the end of the lesson, the learner should be able to name body parts used when kicking, perform kicking in different ","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""","GENERIC: ""here is what you need to know""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""","hello! i am owl. let us learn about making simple balls for kicking games together! hello, friend! today we will learn about making simple balls for kicking games. are you ready? welcome! our mission "
